Data
75
80
20
45
42
40
40
50
87
10
60
20
30
80
60
30
40
60
22
18
80
23
48
67
35
80
52
60
50
42
70
15
65
72
30
30
80
60
50
70
50
50
60
50
27
60
10
50
60
17
50
40
77
65
30
45
25
33
40
70
33
40
30
50
50
80
30
50
43
30
60
30
47
37
37
45
50
30
30
87
62
35
47
70
50
60
50
60
80
73
30
90
70
82
60
80
30
80
10
40
60
65
30
10
40
40
30
27
50
75
37
40
65
55
80
40
60
43
30
20
60
40
27
50
40
70
40
97
55
30
47
40
80
80
27
85
40
37
30
35
30
30
10
40
65
95
90
60
50
65
17
53
40
60
43
55
57
50
60
80
50
80
55
60
20
60
55
80
60
80
80
50
60
45
35
28
60
37
25
38
60
70
60
60
25
47
33
57
90
50
30
20
22
47
47
30
33
30
30
80
50
70
57
20
62
33
80
20
40
25
35
40
73
60
60
23
20
17
50
70
57
35
67
50
30
72
80
20
60
50
50
47
35
37
40
60
40
37
50
52
67
40
28
20
20
35
30
60
35
20
30
50
40
63
40
47
0
70
80
55
18
63
75
30
60
80
25
87
62
90
30
20
50
30
23
30
83
48
53
55
25
52
55
62
40
80
45
70
30
73
40
50
60
20
30
40
33
70
35
47
83
33
20
30
40
42
52
25
40
20
65
47
40
40
75
47
63
45
10
80
48
60
87
10
80
20
45
40
30
60
100
38
60
25
42
82
48
40
47
50
72
60
50
57
48
85
60
70
45
57
50
30
60
40
30
55
52
55
28
47
40
35
38
43
50
50
35
53
30
35
33
52
77
60
20
40
70
43
40
45
58
40
50
67
40
45
10
20
55
10
40
77
60
72
25
30
90
45
40
50
50
30
47
100
57
40
57
33
10
20
37
27
40
30
60
30
40
40
30
77
47
70
27
40
48
30
70
35
23
70
30
30
77
20
50
30
30
80
95
20
40
55
40
20
43
60
50
42
35
40
70
60
60
7
50
70
50
27
43
18
40
33
60
85
45
25
70
30
50
45
40
50
15
42
40
50
60
62
40
60
65
0
40
47
25
40
50
30
77
50
50
30
37
25
50
90
70
35
33
85
60
27
30
40
52
57
20
60
70
20
28
40
40
15
20
33
52
40
10
80
50
30
38
45
80
40
67
70
40
70
35
50
80
75
33
35
80
20
40
52
38
20
50
40
70
10
45
90
40
55
40
5
50
40
40
70
17
45
93
20
22
50
20
87
27
40
50
28
42
40
30
47
30
25
5
87
30
25
65
50
15
82
40
50
30
25
65
30
50
15
55
22
30
25
10
50
17
12
23
40
85
50
50
40
37
20
50
22
50
60
77
35
50
60
68
65
40
50
50
30
33
25
20
55
77
15
40
30
20
47
32
55
37
20
82
47
15
52
50
65
30
40
90
20
35
30
25
35
53
80
67
60
35
45
70
70
27
70
20
27
32
53
40
73
45
40
28
60
60
85
63
23
25
50
40
37
52
40
80
0
50
40
40
72
23
80
90
87
62
67
78
40
40
97
80
40
37
47
40
47
20
20
58
48
70
55
55
50
47
50
27
70
58
30
80
10
37
30
35
15
50
50
18
70
30
68
55
50
50
80
40
0
20
40
0
42
20
50
33
8
30
40
10
50
30
0
30
100
40
30
15
47
33
50
80
10
55
27
60
40
40
80
25
25
40
45
73
40
10
53
55
40
60
30
60
40
70
75
20
60
60
22
20
30
40
20
45
50
30
40
40
60
87
30
45
47
20
33
47
80
20
85
30
50
15
40
40
50
37
30
55
20
77
10
50
70
65
100
50
77
30
45
55
20
45
25
43
55
20
40
60
30
60
23
40
45
60
63
30
23
73
40
60
15
42
30
15
80
30
55
10
43
18
23
40
20
25
30
40
42
20
75
45
57
50
40
37
55
70
37
65
15
53
10
30
50
53
42
75
40
30
30
48
20
30
40
10
60
57
37
70
40
60
30
40
20
30
5
42
50
35
45
30
30
50
40
40
28
38
5
60
70
10
20
50
50
37
25
57
23
37
30
35
38
72
40
50
87
20
10
70
57
30
25
77
30
50
60
30
30
30
28
40
33
67
27
77
60
40
20
50
57
40
80
60
20
35
40
67
40
77
50
30
65
20
23
90
50
10
52
60
40
20
50
40
10
60
22
30
50
57
48
70
18
10
47
40
40
77
32
70
40
33
65
50
50
47
80
77
30
43
17
48
30
43
10
20
20
70
40
20
15
38
30
42
47
25
15
10
33
20
30
30
80
17
15
25
40
47
30
60
40
37
30
60
53
40
80
60
40
27
20
30
27
70
65
30
45
40
25
50
60
70
40
55
33
50
65
100
30
35
43
12
30
30
22
70
37
43
18
30
60
30
57
5
70
80
30
50
60
40
40
30
50
65
20
43
58
65
35
80
28
30
70
35
15
20
67
47
35
55
80
40
32
70
40
57
43
67
80
55
33
80
50
70
50
25
53
20
25
70
70
65
27
47
10
45
40
67
82
90
30
7
70
80
80
40
20
77
60
45
60
40
25
95
67
30
40
60
47
5
30
30
40
52
23
60
50
50
30
70
97
35
20
15
30
10
60
37
28
50
70
47
70
60
47
65
50
60
43
30
70
67
60
60
60
50
70
60
40
20
43
57
30
7
13
42
37
18
50
50
15
30
30
50
50
27
10
60
0
25
57
25
20
0
60
80
30
50
32
70
23
28
20
45
15
5
40
15
60
80
50
38
25
40
70
48
10
53
50
33
52
40
10
47
40
42
40
60
50
20
50
90
45
37
10
53
60
50
32
60
58
27
60
50
55
20
43
20
42
55
57
30
33
40
30
40
40
40
20
50
47
52
40
40
60
50
50
40
50
50
50
38
47
27
40
37
50
60
60
5
60
70
15
35
38
40
67
33
47
55
50
23
33
67
60
60
30
25
10
50
